TransactionID,OrderDate,Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,Rating
5290,2020-01-15,North America,Acer,Laptop,i7,Intel Iris,16,2048,Linux,White,Retail Store,PayPal,2495.32,5,2370.55,3,7111.65,Gamer,1
5291,2020-11-18,Asia-Pacific,Samsung,Laptop,i7,NVIDIA RTX 3060,8,1024,Windows 11,Black,Reseller,Debit Card,902.58,15,767.19,1,767.19,Student,5
5292,2024-01-27,Asia-Pacific,Apple,Laptop,Ryzen 9,NVIDIA GTX 1650,8,256,macOS,Silver,Reseller,Credit Card,2923.34,20,2338.67,3,7016.01,Enterprise,5
5293,2021-03-06,Asia-Pacific,Microsoft,Laptop,M1,Intel Iris,16,256,Windows 10,Gray,Online,Bank Transfer,725,20,580,3,1740,Professional,2
5294,2024-02-24,North America,Acer,Gaming Laptop,Ryzen 5,AMD Radeon Vega,32,512,Linux,Black,Retail Store,Credit Card,614.47,15,522.3,3,1566.9,Student,3
5295,2020-12-01,North America,Microsoft,All-in-One,M2,NVIDIA GTX 1650,8,512,macOS,Silver,Retail Store,Bank Transfer,2399.24,20,1919.39,1,1919.39,Enterprise,5
5296,2020-03-09,Asia-Pacific,Samsung,Laptop,Ryzen 9,NVIDIA RTX 3060,32,256,Windows 10,White,Reseller,Debit Card,2464.71,15,2095,1,2095,Professional,2
5297,2021-08-31,North America,Samsung,Desktop,i5,AMD Radeon Vega,8,256,Windows 10,Gray,Reseller,PayPal,2639.64,10,2375.68,1,2375.68,Student,4
5298,2024-05-18,Asia-Pacific,Dell,Desktop,i7,Intel Iris,32,256,macOS,Gray,Online,Bank Transfer,1541.81,20,1233.45,1,1233.45,Enterprise,1
5299,2022-06-22,Asia-Pacific,MSI,All-in-One,i9,Intel Iris,8,2048,Windows 10,White,Reseller,Bank Transfer,432.93,15,367.99,1,367.99,Student,2
5300,2021-10-29,Europe,Samsung,Gaming Laptop,Ryzen 3,NVIDIA GTX 1650,32,2048,Linux,Black,Reseller,PayPal,2890.36,15,2456.81,3,7370.43,Student,2
5301,2024-03-09,Asia-Pacific,Dell,Desktop,M2,NVIDIA RTX 3060,8,512,Windows 11,White,Online,Credit Card,2301.26,20,1841.01,2,3682.02,Student,3
5302,2024-05-26,North America,Microsoft,All-in-One,i5,NVIDIA GTX 1650,32,512,Linux,White,Reseller,Credit Card,1399.93,10,1259.94,2,2519.88,Student,1
5303,2021-10-17,Asia-Pacific,Razer,All-in-One,i9,NVIDIA GTX 1650,4,1024,Windows 11,Silver,Reseller,Bank Transfer,1336.92,10,1203.23,2,2406.46,Gamer,2
5304,2020-03-16,North America,Apple,All-in-One,i7,AMD Radeon Vega,16,2048,macOS,White,Online,PayPal,784.32,5,745.1,2,1490.2,Enterprise,2
5305,2025-08-14,Asia-Pacific,Samsung,Gaming Laptop,Ryzen 5,NVIDIA RTX 3060,4,2048,Windows 11,Black,Reseller,Credit Card,418.99,20,335.19,2,670.38,Professional,2
5306,2021-12-23,North America,MSI,All-in-One,i7,NVIDIA RTX 2060,8,2048,Windows 11,Silver,Reseller,Debit Card,1305.48,10,1174.93,2,2349.86,Enterprise,5
5307,2024-05-11,Europe,Samsung,Laptop,i7,AMD Radeon Vega,32,2048,macOS,White,Online,Bank Transfer,2021.43,20,1617.14,2,3234.28,Professional,3
5308,2023-02-21,North America,Lenovo,All-in-One,Ryzen 7,NVIDIA GTX 1650,32,512,Windows 10,Black,Reseller,PayPal,1820.38,20,1456.3,2,2912.6,Enterprise,2
5309,2023-02-09,Asia-Pacific,Acer,Gaming Laptop,i9,NVIDIA GTX 1650,8,512,macOS,Silver,Online,PayPal,2548.08,20,2038.46,3,6115.38,Gamer,1
5310,2020-11-20,North America,Dell,Laptop,Ryzen 5,NVIDIA GTX 1650,16,512,Linux,Silver,Online,PayPal,844.6,5,802.37,2,1604.74,Professional,4
5311,2023-06-19,Asia-Pacific,HP,Desktop,Ryzen 7,NVIDIA GTX 1650,16,2048,Windows 10,Black,Online,PayPal,1239.4,10,1115.46,2,2230.92,Gamer,4
5312,2025-04-29,North America,Razer,All-in-One,i9,NVIDIA RTX 3060,16,256,Linux,Gray,Retail Store,Credit Card,1644.27,15,1397.63,3,4192.89,Gamer,4
5313,2023-03-28,Asia-Pacific,Acer,Laptop,i7,Intel UHD,8,512,Windows 10,Blue,Online,Bank Transfer,1356.39,20,1085.11,3,3255.33,Student,2
5314,2024-01-12,North America,Microsoft,All-in-One,i3,NVIDIA RTX 3060,8,2048,Windows 10,Silver,Reseller,Debit Card,1485.51,15,1262.68,1,1262.68,Professional,2
5315,2021-11-03,Europe,Razer,All-in-One,i5,Intel Iris,8,2048,Windows 10,Silver,Online,Bank Transfer,584.14,10,525.73,1,525.73,Student,1
5316,2020-05-27,Asia-Pacific,MSI,Desktop,Ryzen 7,Intel Iris,32,512,Linux,White,Reseller,Bank Transfer,1652.61,10,1487.35,1,1487.35,Student,1
5317,2023-11-17,North America,Dell,Laptop,i7,AMD Radeon Vega,4,2048,macOS,White,Retail Store,Debit Card,2073.51,10,1866.16,3,5598.48,Enterprise,5
5318,2024-04-17,Asia-Pacific,Asus,Desktop,i9,AMD Radeon Vega,32,1024,Windows 10,Blue,Reseller,PayPal,2574.93,10,2317.44,3,6952.32,Student,3
5319,2023-03-24,North America,Lenovo,Desktop,i5,NVIDIA GTX 1650,16,1024,Linux,Black,Retail Store,PayPal,2162.42,20,1729.94,1,1729.94,Gamer,2
5320,2022-05-22,Asia-Pacific,Asus,All-in-One,Ryzen 7,NVIDIA RTX 3060,32,256,macOS,White,Reseller,PayPal,1735.95,5,1649.15,2,3298.3,Gamer,3
5321,2024-12-28,Europe,HP,Gaming Laptop,Ryzen 5,Intel Iris,16,1024,Linux,Silver,Online,Debit Card,1216.46,0,1216.46,2,2432.92,Professional,3
5322,2021-03-11,North America,Microsoft,Laptop,i9,AMD Radeon Vega,32,512,Windows 10,White,Retail Store,Credit Card,667.36,5,633.99,3,1901.97,Professional,3
5323,2022-09-18,North America,Asus,Gaming Laptop,M2,Intel UHD,4,2048,Linux,Silver,Retail Store,Bank Transfer,1608.84,10,1447.96,1,1447.96,Professional,1
5324,2020-12-06,Europe,Lenovo,Laptop,M1,NVIDIA RTX 2060,8,512,Windows 10,Black,Reseller,Debit Card,1991.41,0,1991.41,1,1991.41,Gamer,5
5325,2025-03-10,Asia-Pacific,Acer,Laptop,Ryzen 5,AMD Radeon Vega,32,512,Windows 11,White,Retail Store,PayPal,1127.23,10,1014.51,3,3043.53,Professional,1
5326,2022-01-05,Asia-Pacific,Apple,Desktop,Ryzen 3,NVIDIA GTX 1650,16,256,macOS,Black,Retail Store,Debit Card,2775.97,0,2775.97,2,5551.94,Professional,3
5327,2022-12-20,Asia-Pacific,Razer,Gaming Laptop,Ryzen 9,AMD Radeon Vega,4,512,macOS,Silver,Retail Store,Bank Transfer,2662.11,5,2529,3,7587,Enterprise,5
5328,2025-07-01,North America,Samsung,Desktop,Ryzen 3,Intel UHD,16,512,Windows 10,Black,Online,PayPal,442.79,15,376.37,1,376.37,Gamer,2
5329,2025-06-22,North America,Razer,Laptop,M1,AMD Radeon Vega,32,1024,Windows 10,Gray,Retail Store,Debit Card,2222.37,15,1889.01,2,3778.02,Professional,2
5330,2025-02-21,Asia-Pacific,Asus,Desktop,i3,AMD Radeon Vega,16,512,Linux,Silver,Online,Credit Card,2718.71,5,2582.77,3,7748.31,Enterprise,5
5331,2021-03-05,Asia-Pacific,Samsung,Laptop,Ryzen 7,NVIDIA RTX 3060,16,256,macOS,Black,Reseller,Debit Card,1458.97,5,1386.02,2,2772.04,Gamer,4
5332,2021-05-18,Asia-Pacific,Dell,Gaming Laptop,M2,Intel Iris,8,1024,Windows 11,Gray,Retail Store,Bank Transfer,1930.89,5,1834.35,3,5503.05,Student,4
5333,2020-12-02,Asia-Pacific,Razer,Laptop,Ryzen 9,NVIDIA GTX 1650,16,256,macOS,Gray,Reseller,Credit Card,1030.29,0,1030.29,3,3090.87,Student,2
5334,2021-11-15,North America,Lenovo,Laptop,i3,AMD Radeon Vega,4,256,macOS,Gray,Reseller,Debit Card,2624.61,10,2362.15,2,4724.3,Enterprise,5
5335,2023-03-16,Asia-Pacific,Acer,Laptop,Ryzen 5,AMD Radeon Vega,4,512,Linux,Silver,Reseller,Credit Card,2724.08,10,2451.67,2,4903.34,Gamer,2
5336,2022-07-04,Asia-Pacific,MSI,Gaming Laptop,Ryzen 7,NVIDIA GTX 1650,4,256,Linux,White,Online,PayPal,2583.93,5,2454.73,3,7364.19,Student,1
5337,2025-09-24,North America,MSI,Desktop,Ryzen 3,AMD Radeon Vega,32,1024,Windows 10,Blue,Online,Debit Card,477.17,20,381.74,3,1145.22,Student,4
5338,2023-09-30,Europe,Apple,Gaming Laptop,M2,NVIDIA RTX 3060,16,2048,macOS,Blue,Retail Store,Bank Transfer,869.49,15,739.07,2,1478.14,Professional,2
5339,2024-06-23,North America,Samsung,All-in-One,Ryzen 9,Intel Iris,32,512,Windows 11,Silver,Retail Store,Debit Card,1387.41,15,1179.3,3,3537.9,Student,1
5340,2024-08-09,Europe,Apple,Laptop,Ryzen 7,NVIDIA GTX 1650,16,256,macOS,Silver,Retail Store,Debit Card,1252.62,15,1064.73,3,3194.19,Professional,3
5341,2025-02-02,North America,HP,Laptop,Ryzen 3,Intel Iris,32,512,Windows 10,White,Online,Debit Card,627.52,20,502.02,3,1506.06,Gamer,2
5342,2025-10-16,North America,Acer,Desktop,M1,Intel Iris,16,1024,Windows 11,Black,Retail Store,Credit Card,2319.91,5,2203.91,3,6611.73,Professional,2
5343,2021-11-29,Asia-Pacific,Asus,Laptop,i7,NVIDIA GTX 1650,4,256,Windows 11,Silver,Retail Store,PayPal,2483.86,15,2111.28,1,2111.28,Enterprise,3
5344,2024-06-30,Europe,Lenovo,Gaming Laptop,i5,Intel Iris,16,2048,Linux,Black,Online,PayPal,545.29,10,490.76,2,981.52,Gamer,2
5345,2021-03-12,Europe,HP,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,4,512,Windows 11,Black,Retail Store,Debit Card,2467.96,5,2344.56,3,7033.68,Professional,5
5346,2023-05-14,North America,Asus,Desktop,i7,Intel UHD,32,256,Windows 10,Gray,Retail Store,Bank Transfer,2957.65,15,2514,1,2514,Student,5
5347,2024-02-19,Asia-Pacific,Lenovo,All-in-One,M1,NVIDIA RTX 2060,4,256,Windows 11,Black,Retail Store,Credit Card,980.99,20,784.79,2,1569.58,Professional,2
5348,2023-02-20,Europe,Acer,Desktop,i3,AMD Radeon Vega,8,512,Windows 10,Gray,Online,Bank Transfer,2465.26,20,1972.21,3,5916.63,Professional,1
5349,2021-09-26,Europe,MSI,Desktop,Ryzen 9,Intel UHD,16,2048,Windows 11,Silver,Online,Bank Transfer,1547.95,15,1315.76,1,1315.76,Student,4
5350,2022-10-24,North America,Apple,Laptop,Ryzen 7,NVIDIA RTX 2060,4,512,macOS,Black,Reseller,Credit Card,973.61,0,973.61,2,1947.22,Student,3
5351,2021-02-14,North America,Apple,Desktop,i5,NVIDIA RTX 2060,8,512,macOS,Silver,Online,Credit Card,2868.61,15,2438.32,2,4876.64,Gamer,3
5352,2020-11-03,Asia-Pacific,Acer,All-in-One,i5,Intel Iris,16,256,Windows 11,Blue,Reseller,Bank Transfer,1750.7,5,1663.16,3,4989.48,Student,4
5353,2022-04-19,North America,Apple,Desktop,Ryzen 7,AMD Radeon Vega,4,512,macOS,White,Retail Store,Bank Transfer,2124.56,0,2124.56,3,6373.68,Gamer,4
5354,2023-11-08,Europe,Dell,Laptop,i3,NVIDIA RTX 3060,8,512,Windows 10,Blue,Online,PayPal,2097.56,5,1992.68,1,1992.68,Gamer,2
5355,2024-08-16,North America,Microsoft,Gaming Laptop,Ryzen 7,Intel Iris,4,2048,macOS,Silver,Online,Credit Card,2985.38,0,2985.38,2,5970.76,Student,1
5356,2025-01-23,North America,Microsoft,All-in-One,Ryzen 9,NVIDIA GTX 1650,8,2048,Windows 10,White,Retail Store,Debit Card,997.26,15,847.67,2,1695.34,Student,3
5357,2024-08-07,Asia-Pacific,Razer,Desktop,Ryzen 7,NVIDIA GTX 1650,16,1024,Linux,Blue,Reseller,Debit Card,1733.01,20,1386.41,2,2772.82,Professional,3
5358,2021-04-01,Europe,Acer,Gaming Laptop,i9,Intel Iris,8,512,Linux,White,Online,Credit Card,1054.88,0,1054.88,2,2109.76,Student,5
5359,2024-04-04,Asia-Pacific,Microsoft,All-in-One,i7,Intel UHD,8,2048,Windows 10,White,Retail Store,Debit Card,1346.83,15,1144.81,2,2289.62,Student,4
5360,2025-01-05,Europe,Razer,All-in-One,i7,Intel Iris,8,256,macOS,Gray,Reseller,PayPal,1734.95,15,1474.71,3,4424.13,Student,1
5361,2022-03-09,North America,Lenovo,Desktop,M1,Intel UHD,8,256,Windows 10,Gray,Retail Store,Debit Card,2891.02,20,2312.82,1,2312.82,Professional,1
5362,2021-12-07,North America,Razer,All-in-One,i9,NVIDIA RTX 3060,8,2048,macOS,White,Online,Credit Card,2347.35,0,2347.35,1,2347.35,Professional,2
5363,2023-04-11,Asia-Pacific,Asus,Laptop,Ryzen 7,AMD Radeon Vega,4,256,macOS,Silver,Reseller,Debit Card,2350.05,0,2350.05,2,4700.1,Enterprise,1
5364,2021-08-07,North America,Lenovo,Desktop,M2,NVIDIA RTX 3060,8,256,macOS,Black,Online,PayPal,2221.07,0,2221.07,1,2221.07,Professional,2
5365,2020-02-17,Asia-Pacific,Razer,Gaming Laptop,i5,NVIDIA RTX 3060,16,512,Windows 11,White,Retail Store,PayPal,727.39,15,618.28,2,1236.56,Gamer,3
5366,2022-05-19,Europe,Apple,All-in-One,M2,NVIDIA RTX 3060,4,512,macOS,Gray,Online,Credit Card,2745.4,15,2333.59,2,4667.18,Enterprise,4
5367,2024-01-14,Europe,Asus,Gaming Laptop,Ryzen 9,NVIDIA RTX 3060,16,2048,Linux,Silver,Online,Debit Card,1164.92,5,1106.67,1,1106.67,Gamer,1
5368,2020-01-29,Europe,Asus,Desktop,i3,AMD Radeon Vega,4,256,Linux,Gray,Online,Bank Transfer,799.6,15,679.66,3,2038.98,Gamer,3
5369,2025-01-01,North America,Samsung,Gaming Laptop,i9,Intel Iris,8,1024,Linux,Black,Reseller,Bank Transfer,2994.95,15,2545.71,2,5091.42,Professional,4
5370,2021-12-02,Europe,Razer,Laptop,Ryzen 9,AMD Radeon Vega,32,1024,Windows 10,Blue,Retail Store,Credit Card,777.07,15,660.51,2,1321.02,Gamer,4
5371,2024-02-09,Europe,Samsung,Gaming Laptop,i7,NVIDIA GTX 1650,4,256,Windows 10,White,Retail Store,Credit Card,1525.16,20,1220.13,3,3660.39,Student,5
5372,2024-02-01,Europe,MSI,Gaming Laptop,Ryzen 9,NVIDIA RTX 2060,8,256,macOS,Black,Retail Store,Bank Transfer,1395.5,15,1186.17,3,3558.51,Enterprise,3
5373,2023-11-10,North America,Apple,Gaming Laptop,i3,Intel Iris,8,512,macOS,Gray,Online,Bank Transfer,2694.37,5,2559.65,2,5119.3,Gamer,4
5374,2022-04-27,Asia-Pacific,Lenovo,Desktop,M1,NVIDIA RTX 3060,32,256,macOS,Gray,Online,Credit Card,2201.96,10,1981.76,2,3963.52,Gamer,3
5375,2025-06-07,Europe,Razer,Gaming Laptop,M1,Intel Iris,4,1024,Windows 11,Blue,Retail Store,Bank Transfer,1544.62,20,1235.7,2,2471.4,Professional,5
5376,2023-07-02,Europe,Microsoft,All-in-One,i7,Intel Iris,16,1024,Windows 10,Gray,Retail Store,Debit Card,1117.01,10,1005.31,1,1005.31,Gamer,3
5377,2020-11-01,Europe,Razer,Laptop,M1,NVIDIA RTX 3060,32,512,Linux,Blue,Reseller,Bank Transfer,1735.12,10,1561.61,3,4684.83,Student,3
5378,2020-10-02,Europe,Microsoft,Desktop,M1,NVIDIA RTX 3060,4,2048,macOS,White,Retail Store,Debit Card,2367.85,5,2249.46,2,4498.92,Gamer,3
5379,2021-06-24,Europe,MSI,Laptop,M2,Intel Iris,32,2048,Linux,Black,Reseller,Credit Card,1486.66,15,1263.66,2,2527.32,Professional,2
5380,2020-04-07,Asia-Pacific,Dell,Desktop,M2,Intel UHD,4,256,Windows 11,Black,Retail Store,Debit Card,2873.23,10,2585.91,2,5171.82,Enterprise,3
5381,2021-05-15,Europe,Lenovo,Laptop,M2,Intel UHD,32,512,Windows 11,Gray,Online,PayPal,2681.01,10,2412.91,2,4825.82,Professional,1
5382,2023-12-16,Europe,Microsoft,All-in-One,i3,NVIDIA GTX 1650,8,512,Windows 10,White,Reseller,Debit Card,2814.66,0,2814.66,2,5629.32,Enterprise,4
5383,2024-07-12,North America,Razer,Gaming Laptop,Ryzen 5,NVIDIA GTX 1650,16,512,Linux,Black,Retail Store,PayPal,776.95,0,776.95,3,2330.85,Gamer,1
5384,2020-09-27,North America,Dell,Laptop,M1,Intel UHD,32,1024,macOS,Gray,Reseller,PayPal,1909.64,0,1909.64,2,3819.28,Professional,3
5385,2025-06-23,Asia-Pacific,Dell,Desktop,i3,AMD Radeon Vega,32,512,Windows 11,Black,Retail Store,Credit Card,1250.37,20,1000.3,1,1000.3,Gamer,5
5386,2024-07-29,Asia-Pacific,Apple,Laptop,Ryzen 7,NVIDIA GTX 1650,32,512,macOS,Gray,Online,PayPal,2663.38,5,2530.21,1,2530.21,Enterprise,2
5387,2021-06-23,Asia-Pacific,MSI,Gaming Laptop,i7,NVIDIA RTX 3060,32,2048,Linux,Silver,Online,Bank Transfer,1617.25,20,1293.8,1,1293.8,Professional,5
5388,2021-05-03,Asia-Pacific,MSI,Laptop,M1,AMD Radeon Vega,4,2048,Linux,Black,Retail Store,Debit Card,2055.66,10,1850.09,2,3700.18,Student,4
5389,2025-06-06,Europe,Apple,Laptop,M1,NVIDIA RTX 2060,8,512,macOS,White,Retail Store,Debit Card,1693.28,15,1439.29,3,4317.87,Student,1
5390,2025-01-27,North America,Acer,Laptop,M2,AMD Radeon Vega,4,1024,Linux,White,Retail Store,Bank Transfer,1038.36,15,882.61,3,2647.83,Student,3
5391,2021-07-03,North America,Dell,Gaming Laptop,i9,NVIDIA GTX 1650,16,512,Linux,Black,Reseller,Bank Transfer,993.74,15,844.68,2,1689.36,Professional,3
5392,2024-08-13,Europe,Dell,Laptop,M1,NVIDIA RTX 2060,32,256,macOS,Black,Online,PayPal,1558.08,15,1324.37,1,1324.37,Student,3
5393,2023-05-20,Europe,Razer,Desktop,Ryzen 7,NVIDIA RTX 3060,16,512,Windows 11,Black,Retail Store,Credit Card,1628.31,10,1465.48,1,1465.48,Enterprise,1
5394,2022-06-27,Asia-Pacific,Asus,Gaming Laptop,i5,NVIDIA RTX 3060,32,512,macOS,Blue,Retail Store,Debit Card,497.97,20,398.38,2,796.76,Enterprise,5
5395,2021-12-26,North America,Acer,Desktop,i5,Intel UHD,16,256,macOS,Silver,Retail Store,PayPal,2938.65,10,2644.79,2,5289.58,Gamer,5
5396,2020-02-10,North America,Acer,Laptop,i5,Intel Iris,32,1024,macOS,White,Reseller,PayPal,1492.62,10,1343.36,3,4030.08,Professional,2
5397,2025-04-22,Asia-Pacific,HP,Gaming Laptop,M1,NVIDIA RTX 2060,8,512,macOS,White,Reseller,Debit Card,982.71,5,933.57,3,2800.71,Enterprise,5
5398,2020-02-12,Asia-Pacific,Apple,Gaming Laptop,i5,Intel UHD,16,256,macOS,Black,Retail Store,Bank Transfer,1378.12,10,1240.31,1,1240.31,Enterprise,4
5399,2021-08-03,Asia-Pacific,Dell,Laptop,i7,Intel UHD,4,256,Windows 10,Black,Reseller,PayPal,2613.29,5,2482.63,3,7447.89,Enterprise,4
5400,2025-03-15,Europe,Dell,Laptop,i9,NVIDIA RTX 3060,4,2048,Linux,Silver,Online,Credit Card,2336.8,0,2336.8,2,4673.6,Student,3
5401,2025-09-17,Europe,Dell,Desktop,i5,NVIDIA RTX 3060,16,512,Linux,Black,Retail Store,Debit Card,1344.25,10,1209.83,2,2419.66,Enterprise,5
5402,2020-03-04,Asia-Pacific,Acer,Gaming Laptop,Ryzen 9,Intel Iris,4,512,macOS,White,Retail Store,PayPal,2214.21,0,2214.21,1,2214.21,Enterprise,1
5403,2023-10-15,Asia-Pacific,Razer,Laptop,Ryzen 9,Intel UHD,16,512,Windows 10,Black,Retail Store,Debit Card,409.86,20,327.89,2,655.78,Enterprise,3
5404,2021-09-20,North America,Apple,Laptop,i9,NVIDIA RTX 2060,4,512,macOS,Blue,Online,Credit Card,2276.71,10,2049.04,1,2049.04,Professional,4
5405,2021-02-11,Asia-Pacific,Samsung,Desktop,Ryzen 9,Intel UHD,32,2048,Windows 10,Blue,Online,PayPal,517.65,10,465.88,1,465.88,Gamer,5
5406,2020-07-27,Asia-Pacific,MSI,Gaming Laptop,Ryzen 5,Intel Iris,4,256,Windows 10,Blue,Reseller,Bank Transfer,2529.47,5,2403,3,7209,Gamer,1
5407,2022-07-08,Asia-Pacific,Asus,Desktop,i9,NVIDIA RTX 3060,8,1024,Linux,Black,Online,Credit Card,417.5,5,396.62,3,1189.86,Gamer,1
5408,2021-08-20,Europe,MSI,All-in-One,Ryzen 3,Intel UHD,8,256,Windows 10,Silver,Retail Store,Credit Card,1376.46,15,1169.99,1,1169.99,Professional,3
5409,2021-12-03,Europe,Asus,Desktop,Ryzen 9,NVIDIA GTX 1650,32,2048,macOS,Gray,Retail Store,Credit Card,2831.11,5,2689.55,2,5379.1,Gamer,2
5410,2025-08-15,Europe,Microsoft,Desktop,Ryzen 5,NVIDIA RTX 3060,32,2048,Linux,Gray,Online,Bank Transfer,741.48,0,741.48,2,1482.96,Gamer,2
5411,2020-09-11,Asia-Pacific,HP,Desktop,Ryzen 7,Intel UHD,16,512,Windows 11,White,Reseller,Bank Transfer,894.45,5,849.73,3,2549.19,Professional,4
5412,2020-11-20,Asia-Pacific,MSI,Laptop,i7,NVIDIA RTX 3060,16,512,Linux,Silver,Online,Bank Transfer,1801.23,5,1711.17,1,1711.17,Student,2
5413,2024-12-18,North America,Lenovo,All-in-One,Ryzen 5,AMD Radeon Vega,8,512,macOS,Blue,Reseller,PayPal,1317.65,15,1120,2,2240,Gamer,5
5414,2025-08-15,Europe,Microsoft,All-in-One,i5,AMD Radeon Vega,32,256,macOS,White,Retail Store,Credit Card,1190.02,5,1130.52,3,3391.56,Gamer,1
5415,2021-08-24,Asia-Pacific,MSI,Desktop,Ryzen 3,Intel UHD,8,1024,macOS,Black,Online,Debit Card,1588.67,5,1509.24,3,4527.72,Professional,4
5416,2020-08-25,North America,Acer,Desktop,Ryzen 3,AMD Radeon Vega,32,1024,macOS,Black,Retail Store,Debit Card,1784.37,15,1516.71,2,3033.42,Enterprise,4
5417,2024-12-16,North America,Lenovo,Desktop,i9,NVIDIA GTX 1650,32,256,Windows 10,Black,Reseller,Bank Transfer,1188.7,15,1010.39,1,1010.39,Student,5
5418,2021-12-29,Europe,Lenovo,Laptop,Ryzen 3,Intel Iris,16,1024,Linux,Gray,Retail Store,Credit Card,2068.56,5,1965.13,2,3930.26,Enterprise,4
5419,2022-10-22,North America,Dell,Desktop,Ryzen 7,Intel Iris,16,512,Windows 11,Blue,Online,PayPal,2769.17,10,2492.25,3,7476.75,Gamer,4
5420,2020-11-25,Asia-Pacific,Razer,Laptop,Ryzen 3,NVIDIA RTX 3060,16,256,Windows 11,Blue,Online,Debit Card,1079.53,0,1079.53,2,2159.06,Professional,4
5421,2024-10-13,North America,Acer,All-in-One,i5,Intel UHD,32,512,macOS,Black,Retail Store,Bank Transfer,2905.13,0,2905.13,2,5810.26,Student,2
5422,2022-09-29,North America,HP,Laptop,i7,NVIDIA RTX 3060,16,2048,Linux,Black,Reseller,Bank Transfer,2056.78,20,1645.42,1,1645.42,Student,2
5423,2021-08-19,Asia-Pacific,Asus,Gaming Laptop,Ryzen 7,AMD Radeon Vega,4,512,Windows 10,Black,Reseller,Credit Card,1421.2,5,1350.14,3,4050.42,Gamer,3
5424,2020-09-10,Asia-Pacific,HP,Desktop,M1,Intel Iris,4,1024,Windows 10,White,Retail Store,PayPal,1403.71,10,1263.34,3,3790.02,Enterprise,5
5425,2025-04-20,Asia-Pacific,Microsoft,Laptop,Ryzen 7,AMD Radeon Vega,16,256,Windows 10,Silver,Online,Debit Card,2202.22,20,1761.78,3,5285.34,Student,2
5426,2023-03-07,Asia-Pacific,Lenovo,Desktop,Ryzen 9,Intel Iris,8,2048,Linux,Blue,Reseller,Bank Transfer,1279.42,15,1087.51,3,3262.53,Enterprise,3
5427,2023-08-02,North America,Lenovo,Gaming Laptop,M1,Intel Iris,32,1024,Windows 11,Gray,Reseller,Bank Transfer,419.5,10,377.55,2,755.1,Gamer,1
5428,2022-07-13,North America,Microsoft,Desktop,M2,NVIDIA RTX 3060,16,256,macOS,White,Online,PayPal,1454.09,10,1308.68,3,3926.04,Enterprise,1
5429,2024-10-21,Europe,Samsung,All-in-One,i3,NVIDIA GTX 1650,16,2048,Windows 11,White,Retail Store,Credit Card,972.72,10,875.45,3,2626.35,Professional,1
5430,2021-05-21,Asia-Pacific,Asus,Desktop,Ryzen 3,NVIDIA GTX 1650,4,256,Windows 10,Black,Reseller,PayPal,2824.92,10,2542.43,1,2542.43,Professional,2
5431,2020-06-20,North America,Lenovo,All-in-One,Ryzen 3,NVIDIA RTX 3060,16,1024,Linux,Blue,Reseller,PayPal,888,0,888,1,888,Student,2
5432,2022-07-27,Asia-Pacific,Apple,All-in-One,i9,AMD Radeon Vega,16,2048,macOS,Blue,Retail Store,Bank Transfer,2030.1,20,1624.08,1,1624.08,Enterprise,4
5433,2024-02-10,Europe,Razer,Desktop,i7,NVIDIA GTX 1650,32,1024,Windows 10,Gray,Online,Bank Transfer,2474.35,20,1979.48,3,5938.44,Student,1
5434,2023-01-14,Asia-Pacific,Samsung,All-in-One,i7,Intel Iris,32,256,macOS,Gray,Online,PayPal,2996.26,15,2546.82,2,5093.64,Enterprise,2
5435,2020-01-24,North America,Asus,Gaming Laptop,Ryzen 7,NVIDIA RTX 3060,32,512,Linux,Black,Reseller,PayPal,463.99,0,463.99,3,1391.97,Professional,4
5436,2020-08-10,Europe,Microsoft,All-in-One,i9,NVIDIA RTX 2060,8,2048,Windows 11,Silver,Reseller,PayPal,1711.71,15,1454.95,2,2909.9,Enterprise,1
5437,2025-02-14,Europe,HP,Gaming Laptop,i9,AMD Radeon Vega,32,256,Windows 11,Black,Reseller,Bank Transfer,2767.87,20,2214.3,2,4428.6,Gamer,3
5438,2024-04-07,Europe,Samsung,All-in-One,i9,NVIDIA GTX 1650,16,2048,macOS,Gray,Online,PayPal,2513.92,10,2262.53,1,2262.53,Gamer,3
5439,2023-03-27,Europe,HP,Laptop,Ryzen 7,NVIDIA RTX 2060,8,2048,macOS,Gray,Retail Store,Debit Card,988.96,20,791.17,3,2373.51,Student,1
5440,2023-06-26,North America,MSI,All-in-One,M2,NVIDIA RTX 2060,32,2048,Linux,Silver,Online,Bank Transfer,2244.26,0,2244.26,2,4488.52,Enterprise,5
5441,2020-04-15,North America,Apple,All-in-One,M2,NVIDIA RTX 2060,32,2048,macOS,Black,Online,Bank Transfer,1389.79,20,1111.83,1,1111.83,Professional,1
5442,2025-04-05,North America,MSI,Desktop,Ryzen 7,NVIDIA GTX 1650,8,1024,Windows 10,White,Online,PayPal,1212.81,10,1091.53,2,2183.06,Professional,2
5443,2023-09-26,Europe,Lenovo,Desktop,i5,Intel UHD,32,1024,Windows 10,Blue,Reseller,PayPal,947.07,15,805.01,3,2415.03,Enterprise,4
